sirket_adi,sektor,tip,resmi_ad,gercek_sektor,telefon,web,lat,lon
AFYONKARAHİSAR İL SAĞLIK MÜDÜRLÜĞÜ,Sağlık,Kamu,Afyon İl Sağlık Müdürlüğü,"Devlet kurumları ve bakanlıklar, Belediyeler, Devlet Daireleri",+90 272 444 04 30,https://afyonism.saglik.gov.tr/,38.763803,30.544324
AFYONKARAHİSAR İL TARIM VE ORMAN MÜDÜRLÜĞÜ,Tarım ve Orman,Kamu,Afyonkarahisar Tarım İl Müdürlüğü,"Devlet kurumları ve bakanlıklar, Belediyeler, Devlet Daireleri",+90 272 213 71 00,http://afyonkarahisar.tarim.gov.tr/,38.76677,30.543741
AFYONKARAHİSAR İSCEHİSAR İLÇE DEVLET HASTANESİ BAŞHEKİMLİĞİ,Sağlık,Kamu,İscehisar Devlet Hastanesi,Hastaneler,+90 272 341 43 05,Yok,38.859672,30.752127
AFYONKARAHİSAR PTT BAŞMÜDÜRLÜĞÜ,Hizmet,Kamu,Ptt,"Postahane, PTT, Kargo firmaları",+90 272 223 43 11,https://ptt.gov.tr/,38.76286,30.573707
AFYONKARAHİSAR SAĞLIK BİLİMLERİ ÜNİVERSİTESİ REKTÖRLÜĞÜ,Eğitim,Kamu,Afyonkarahisar Sağlık Bilimleri Üniversitesi,Üniversiteler,+90 272 246 33 35,http://afsu.edu.tr/,38.784092,30.470703
AFYONKARAHİSAR SANDIKLI DEVLET HASTANESİ BAŞHEKİMLİĞİ,Sağlık,Kamu,Sandıklı Devlet Hastanesi,Hastaneler,+90 272 512 51 77,http://sandiklidh.saglik.gov.tr/,38.459283,30.265128
AFYONKARAHİSAR SOSYAL GÜVENLİK İL MÜDÜRLÜĞÜ,Kamu,Kamu,Afyonkarahisar Sosyal Güvenlik İl Müdürlüğü,"Belediyeler, Devlet Daireleri",+90 272 213 76 89,Yok,38.75126,30.551967
AFYONKARAHİSAR ŞUBE MÜDÜRLÜĞÜ,Kamu,Kamu,,,,,0.0,
AFYONKARAHİSAR VALİLİĞİ,Kamu,Kamu,Afyonkarahisar Valiliği,"Belediyeler, Devlet Daireleri",+90 272 214 06 66,Yok,38.757044,30.537378
AGT AĞAÇ SANAYİ A.Ş.,Orman ve Ağaç Ürünleri,Özel,AGT Agaç,"Sanayi kuruluşu, Ahşap endüstrisi",+90 242 249 17 17,https://www.agt.com.tr/,37.058634,30.627682
AĞAÇÖREN KAYMAKAMLIĞI,Kamu,Kamu,Ağaçören Kaymakamlığı,"Belediyeler, Devlet Daireleri",+90 382 331 21 00,http://www.agacoren.gov.tr/,38.872983,33.916197
AĞCA MİMARLIK İNŞAAT,İnşaat,Özel,,,,,0.0,
AĞLASUN İLÇE DEVLET HASTANESİ BAŞHEKİMLİĞİ,Sağlık,Kamu,Burdur Ağlasun İlçe Devlet Hastanesi,"Hastaneler, Poliklinikler",+90 248 731 25 50,Yok,37.651004,30.530361
AĞLASUN KAYMAKAMLIĞI,İdari,Kamu,Ağlasun Kaymakamlığı,"Belediyeler, Devlet Daireleri",+90 248 731 25 01,http://www.aglasun.gov.tr/,37.650675,30.531471
AĞLI BELEDİYE BAŞKANLIĞI,İdari,Kamu,Ağlı Belediyesi,"Belediyeler, Devlet Daireleri",+90 366 737 10 01,Yok,41.687468,33.554538
AĞLI KAYMAKAMLIĞI,Kamu,Kamu,Ağlı Kaymakamlığı,Devlet kurumları ve bakanlıklar,+90 366 737 13 82,Yok,41.688124,33.549445
AĞRI AİLE VE SOSYAL HİZMETLER İL MÜDÜRLÜĞÜ,Sosyal Hizmetler,Kamu,,,,,0.0,
"AĞRI ÇEVRE, ŞEHİRCİLİK VE İKLİM DEĞİŞİKLİĞİ İL MÜDÜRLÜĞÜ",İçişleri Bakanlığına bağlı kamu kurumu,Kamu,Ağrı Çevre ve Şehircilik İl Müdürlüğü,"Belediyeler, Devlet Daireleri",+90 472 215 16 20,Yok,39.719736,43.016489
AĞRI GÜRBULAK VETERİNER SINIR KONTROL NOKTASI MÜDÜRLÜĞÜ,Veteriner Hizmetleri,Kamu,,,,,0.0,
AĞRI İBRAHİM ÇEÇEN ÜNİVERSİTESİ REKTÖRLÜĞÜ,Eğitim,Kamu,Ağrı İbrahim Çeçen Üniversitesi Rektörlüğü,Eğitim denetim kurumları,Yok,Yok,39.71971,42.991376
AĞRI İL AFET VE ACİL DURUM MÜDÜRLÜĞÜ,Kamu,Kamu,,,,,0.0,
AĞRI İL MİLLİ EĞİTİM MÜDÜRLÜĞÜ,Eğitim,Kamu,Ağrı İl Milli Eğitim Müdürlüğü,"Eğitim denetim kurumları, Belediyeler, Devlet Daireleri",+90 472 280 94 00,Yok,39.718156,43.030467
AĞRI İL MÜFTÜLÜĞÜ,Kamu,Kamu,Ağrı Müftülüğü,Devlet kurumları ve bakanlıklar,+90 472 215 32 36,https://agri.diyanet.gov.tr/,39.731062,43.049883
AĞRI İL SAĞLIK MÜDÜRLÜĞÜ,Sağlık,Kamu,Ağrı Halk Sağlığı Müdürlüğü,"Devlet kurumları ve bakanlıklar, Belediyeler, Devlet Daireleri, Sağlık Denetim Hizmetleri",+90 472 215 12 45,Yok,39.723519,43.059606
AĞRI İL TARIM VE ORMAN MÜDÜRLÜĞÜ,Tarım ve Orman,Kamu,Tarım Orman Ve Köyişleri Müdürlüğü,Devlet kurumları ve bakanlıklar,Yok,Yok,39.722411,43.051448
AĞRI POLİSEVİ ŞUBE MÜDÜRLÜĞÜ,Hukuk ve Adalet,Kamu,Ağrı polisevi,Yurtlar,+90 472 215 29 76,Yok,39.713827,43.010988
AĞRI PTT BAŞMÜDÜRLÜĞÜ,Kamu,Kamu,,,,,0.0,
AĞRI SOSYAL GÜVENLİK İL MÜDÜRLÜĞÜ,Hizmet,Kamu,Ağrı Sosyal Güvenlik İl Müdürlüğü,Devlet kurumları ve bakanlıklar,+90 472 215 40 31,http://www.sgk.gov.tr/,39.719127,43.021369
AĞRI ŞEKER FABRİKASI MÜDÜRLÜĞÜ,Gıda,Kamu,,,,,0.0,
AĞRI VALİLİĞİ,İdari,Kamu,Ağrı Valiliği,Devlet kurumları ve bakanlıklar,+90 472 215 10 01,Yok,39.717706,43.032958
AĞRI ZİRAİ KARANTİNA MÜDÜRLÜĞÜ,Hizmet,Kamu,,,,,0.0,
AHİ EKSPERTİZ,Hizmet,Özel,,,,,0.0,
AHİ EVRAN ÜNİVERSİTESİ EĞİTİM VE ARAŞTIRMA HASTANESİ BAŞHEKİMLİĞİ,Eğitim,Kamu,Kırşehir Eğitim ve Araştırma Hastanesi,Hastaneler,+90 386 213 45 15,https://kirsehireah.saglik.gov.tr/,39.158244,34.163487
AHMET METE HUZUREVİ YAŞLI BAKIM VE REHABİLİTASYON MERKEZİ MÜDÜRLÜĞÜ,Kamu,Kamu,Ahmet Mete Huzurevi Yaşlı Bakım ve Rehabilitasyon Merkezi,"Huzurevi, bakımevi, Tıbbi rehabilitasyon merkezleri",+90 338 217 30 13,Yok,37.1702,33.2457
AHMETLİ KAYMAKAMLIĞI,Kamu,Kamu,Ahmetli Kaymakamlığı,"Belediyeler, Devlet Daireleri",+90 236 768 25 00,http://www.ahmetli.gov.tr/,38.5128,27.936998
AHMETLİ MESLEK YÜKSEKOKULU MÜDÜRLÜĞÜ,Eğitim,Kamu,Manisa Celal Bayar Üniversitesi Ahmetli Meslek Yüksekokulu,"Üniversiteler, Meslek yüksekokulu",+90 236 768 33 44,Yok,38.514515,27.938744
AHTAPOT SOSYAL MEDYA İLETİŞİM REKLAM HİZMETLERİ LTD. ŞTİ.,Hizmet,Özel,Ahtapot Sosyal Medya,"Halkla ilişkiler firmaları, Reklam ajansları, Yazılım firmaları",+90 212 212 32 33,http://www.ahtapotyazilim.com/,41.069069,29.00188
AİLE VE SOSYAL HİZMETLER BAKANLIĞI,Sosyal Hizmetler,Kamu,Aile ve Sosyal Hizmetler Bakanlığı,"Belediyeler, Devlet Daireleri, Devlet kurumları ve bakanlıklar",+90 312 705 40 00,https://www.aile.gov.tr/iletisim/bakanlik-iletisim-bilgileri/merkez-teskilati/,39.912128,32.796138
AK MÜHENDİSLİK VE İNŞAAT SANAYİ VE TİCARET LTD. ŞTİ.,İnşaat,Özel,,,,,0.0,
AKA OTOMOTİV SANAYİ VE TİCARET A.Ş.,Otomotiv,Özel,Aka Otomotiv,Otomobil parçaları imalatı,+90 224 270 33 00,http://www.akaoto.com.tr/,40.473882,29.321046
AKADEMİSTANBUL YABANCI DİL EĞİTİM MERKEZİ,Eğitim,Özel,,,,,0.0,
AKAFOR MEMBRAN SİSTEMLERİ SANAYİ VE TİCARET LTD. ŞTİ.,Hemşirelik ve Sağlık,Özel,Akafor Membran Sistemleri,İthalat-ihracat firmaları,+90 380 611 37 44,Yok,41.08913,31.11046
AKAR MAKİNA,Endüstriyel Makina,Özel,Akar Makina,Otomobil parçaları imalatı,+90 236 312 06 43,http://akarmakina.com/,38.477957,27.659776
AKAY MOBİLYA SANAYİ VE TİCARET A.Ş.,Mobilya Sanayii,Özel,,,,,0.0,
AKBANK T.A.Ş.,Finansal Hizmetler,Özel,Akbank Samandıra Şubesi,Banka,444 25 25,https://www.akbank.com/,40.984981,29.230284
AKBAŞLAR TEKSTİL A.Ş.,Tekstil,Özel,Akbaşlar Tekstil,Tekstil fabrikaları,+90 224 280 25 00,http://www.akbaslar.com/,40.202575,29.188861
AKCAN TEKSTİL METAL SANAYİ VE TİCARET LTD. ŞTİ.,Tekstil ve Metal Sanayi,Özel,,,,,0.0,
AKÇAABAT BELEDİYE BAŞKANLIĞI,Kamu,Kamu,Akçaabat Belediyesi,"Belediyeler, Devlet Daireleri",+90 462 227 13 00,Yok,41.022283,39.569554
AKÇAABAT KAYMAKAMLIĞI,İdari,Kamu,Akçaabat Kaymakamlığı,Devlet kurumları ve bakanlıklar,+90 462 228 10 03,http://www.akcaabat.gov.tr/,41.016584,39.584426
AKÇADAĞ KAYMAKAMLIĞI,İdari,Kamu,Akçadağ Kaymakamlığı,"Belediyeler, Devlet Daireleri",+90 422 417 10 03,Yok,38.344131,37.973878
AKÇAKİRAZ BELEDİYE BAŞKANLIĞI,İdari,Kamu,Akçakiraz Belediyesi,"Belediyeler, Devlet Daireleri",+90 424 275 21 21,Yok,38.617949,39.269176
AKÇAKOCA BELEDİYE BAŞKANLIĞI,Kamu,Kamu,Akçakoca Belediyesi,"Belediyeler, Devlet Daireleri",+90 380 611 41 10,Yok,41.088499,31.118435
AKDEM TELİF HAKLARI VE TERCÜME AJANSI,Hukuk,Özel,Akdem Telif Hakları ve Tercüme Ajansı,Tercüme büroları,+90 554 492 40 46,Yok,41.017322,28.943515
AKDENİZ BELEDİYE BAŞKANLIĞI,Kamu,Kamu,Akdeniz Belediyesi,"Belediyeler, Devlet Daireleri",+90 324 336 65 83,http://www.akdeniz.bel.tr/,36.804192,34.622783
AKDENİZ İLÇE SAĞLIK MÜDÜRLÜĞÜ,Sağlık,Kamu,Akdeniz İlçe Sağlık Müdürlüğü,"Belediyeler, Devlet Daireleri",+90 324 336 56 98,"https://mersinism.saglik.gov.tr/TR,8291/akdeniz-ilce-saglik-mudurlugu.html",36.810159,34.624293
AKDENİZ KAYMAKAMLIĞI,Kamu,Kamu,Akdeniz Kaymakamlığı,Devlet kurumları ve bakanlıklar,+90 324 337 30 56,http://www.akdeniz.gov.tr/,36.804402,34.633959
AKDENİZ TEMİZ HAVA MERKEZİ MÜDÜRLÜĞÜ,Çevre Koruma,Kamu,Akdeniz Temiz Hava Merkezi Müdürlüğü,Devlet kurumları ve bakanlıklar,Yok,Yok,36.988165,35.340893
AKDENİZ ÜNİVERSİTESİ REKTÖRLÜĞÜ,Eğitim,Kamu,Akdeniz Üniversitesi,Eğitim altyapısı,+90 242 227 44 00,http://www.akdeniz.edu.tr/,36.89563,30.657572
AKEL TEKNİK TEKSTİL,Tekstil,Özel,Akel Teknik Tekstil,Deri hammadde,+90 212 671 27 60,http://www.almina.com.tr/,41.033071,28.815951
AKHİSAR BELEDİYE BAŞKANLIĞI,İdari,Kamu,Akhisar Belediye Başkanlığı,"Belediyeler, Devlet Daireleri",444 11 45,https://www.akhisar.bel.tr/,38.918176,27.837237
AKHİSAR KAYMAKAMLIĞI,Kamu,Kamu,Akhisar Kaymakamlığı,"Devlet kurumları ve bakanlıklar, Belediyeler, Devlet Daireleri",+90 236 412 29 60,http://www.akhisar.gov.tr/,38.921595,27.837984
AKHİSAR MESLEK YÜKSEKOKULU MÜDÜRLÜĞÜ,Eğitim,Kamu,"Mcbü, Akhisar Meslek Yüksekokulu",Üniversiteler,+90 236 412 68 96,Yok,38.904335,27.806512
AKILLI MANTAR BİLİŞİM VE TARIM TEKNOLOJİLERİ A.Ş.,Bilişim ve Tarım Teknolojileri,Özel,,,,,0.0,
AKINCI YAPI YÖNETİM,İnşaat,Özel,Akıncı Yapı Yönetim,"Bina, site yönetimi",+90 553 755 05 55,https://akinciyonetim.com/,41.338671,36.252214
AKINCILAR KAYMAKAMLIĞI,Kamu,Kamu,Akıncılar Kaymakamlığı,"Belediyeler, Devlet Daireleri",+90 346 361 53 84,http://akincilar.gov.tr/,40.087606,38.346238
AKİTA DOĞAL ÜRÜNLER A.Ş.,Gıda,Özel,Akita Doğal Cilt Bakım Ürünleri,Kozmetik ürünleri ve parfümeri dağıtıcıları,+90 537 417 80 22,Yok,37.759298,30.510694
AKKADİTUM,Bilgi Teknolojileri ve İnternet,Özel,Arcadium Alışveriş Merkezi,Alışveriş merkezleri,+90 312 241 15 00,http://www.arcadium.com.tr/,39.882749,32.685146
AKKOÇ DERİ SANAYİ VE TİCARET A.Ş.,Hemşirelik ve Sağlık Hizmetleri,Özel,,,,,0.0,
AKKUŞ BELEDİYE BAŞKANLIĞI,Kamu,Kamu,Akkuş Belediyesi,"Belediyeler, Devlet Daireleri",+90 452 611 20 09,Yok,40.793382,37.017234
AKKUŞ KAYMAKAMLIĞI,Kamu,Kamu,Akkuş Kaymakamlığı,Devlet kurumları ve bakanlıklar,+90 452 611 20 01,http://www.akkus.gov.tr/,40.790622,37.017909
AKPA KİMYA AMBALAJ SANAYİ VE TİCARET A.Ş.,Kimya ve Ambalaj,Özel,Akpa Kimya,Kimyasal üretim firmaları,+90 212 580 55 59,http://www.akpakimya.com/,41.007587,28.816557
AKSAN SAĞLIK ÜRÜNLERİ LTD. ŞTİ.,Tıbbi Ürünler,Özel,Aksan Sağlık Ürünleri,Çocuk ürünü toptancıları,+90 342 337 31 31,Yok,37.151336,37.283171
AKSARAY AĞIZ VE DİŞ SAĞLIĞI MERKEZİ BAŞHEKİMLİĞİ,Sağlık,Kamu,Aksaray Ağız Ve Diş Sağlığı Merkezi,Diş sağlığı poliklinikleri,+90 382 212 22 60,https://aksarayadsm.saglik.gov.tr/,38.393547,34.022343
AKSARAY AİLE VE SOSYAL HİZMETLER İL MÜDÜRLÜĞÜ,Sosyal Hizmetler,Kamu,Aksaray Aile Çalışma ve Sosyal Hizmetler İl Müdürlüğü,"Belediyeler, Devlet Daireleri",+90 382 212 46 78,Yok,38.36464,34.03507
"AKSARAY ÇEVRE, ŞEHİRCİLİK VE İKLİM DEĞİŞİKLİĞİ İL MÜDÜRLÜĞÜ",Kamu,Kamu,"Çevre, Şehircilik ve İklim Değişikliği Bakanlığı Aksaray İl Müdürlüğü","Belediyeler, Devlet Daireleri",+90 382 217 51 00,https://aksaray.csb.gov.tr/,38.353244,34.027557
AKSARAY ESKİL DEVLET HASTANESİ BAŞHEKİMLİĞİ,Sağlık,Kamu,Aksaray Eskil Devlet Hastanesi,Hastaneler,+90 382 411 52 94,Yok,38.393199,33.419831
AKSARAY GÜLAĞAÇ İLÇE DEVLET HASTANESİ BAŞHEKİMLİĞİ,Sağlık,Kamu,Gülağaç İlçe Hastanesi,Hastaneler,+90 382 431 28 68,http://gulagacdh.saglik.gov.tr/,38.403879,34.334949
AKSARAY İL AFET VE ACİL DURUM MÜDÜRLÜĞÜ,Kamu,Kamu,Aksaray Valiliği İl Afet ve Acil Durum Müdürlüğü,"Belediyeler, Devlet Daireleri",+90 382 213 51 51,https://aksaray.afad.gov.tr/,38.373826,34.000802
AKSARAY İL MİLLİ EĞİTİM MÜDÜRLÜĞÜ,Eğitim,Kamu,Aksaray İl Milli Eğitim Müdürlüğü,Devlet kurumları ve bakanlıklar,+90 382 213 68 40,Yok,38.373612,34.000722
AKSARAY İL MÜFTÜLÜĞÜ,Hukuk,Kamu,Aksaray İl Müftülüğü,"Devlet kurumları ve bakanlıklar, Belediyeler, Devlet Daireleri",+90 382 213 32 30,http://aksaray.diyanet.gov.tr/,38.368654,34.015402
AKSARAY İL ÖZEL İDARESİ,İdari,Kamu,Aksaray İl Özel İdaresi,Devlet kurumları ve bakanlıklar,+90 382 215 36 95,Yok,38.40209,34.017618
AKSARAY İL SAĞLIK MÜDÜRLÜĞÜ,Sağlık,Kamu,Aksaray İl Sağlık Müdürlüğü,Devlet kurumları ve bakanlıklar,+90 382 222 01 10,https://aksarayism.saglik.gov.tr/,38.394284,34.024925
AKSARAY İL TARIM VE ORMAN MÜDÜRLÜĞÜ,Tarım ve Orman,Kamu,Aksaray Tarım İl Müdürlüğü,"Belediyeler, Devlet Daireleri",+90 382 217 22 07,https://aksaray.tarim.gov.tr/,38.354595,34.045543
AKSARAY ORGANİZE SANAYİ BÖLGE MÜDÜRLÜĞÜ,Sanayi,Kamu,Aksaray Organize Sanayi Bölgesi Müdürlüğü,Yönetim ofisi,+90 382 266 22 88,Yok,38.265971,33.998093
AKSARAY ORTAKÖY DEVLET HASTANESİ BAŞHEKİMLİĞİ,Sağlık,Kamu,Ortaköy Devlet Hastanesi,Hastaneler,+90 382 351 81 66,https://ortakoydh.saglik.gov.tr/,38.755749,34.070618
AKSARAY POLİSEVİ ŞUBE MÜDÜRLÜĞÜ,Hizmet,Kamu,Polisevi,Yurtlar,Yok,Yok,38.37218,34.001207
AKSARAY PTT BAŞMÜDÜRLÜĞÜ,Hizmet Sektörü,Kamu,Ptt,"Postahane, PTT, Kargo firmaları",+90 382 434 24 00,https://ptt.gov.tr/,38.362374,34.050987
AKSARAY SOSYAL GÜVENLİK İL MÜDÜRLÜĞÜ,Sosyal Güvenlik,Kamu,Aksaray Sosyal Güvenlik,Vakıflar,+90 382 213 50 20,Yok,38.400701,34.019088
AKSARAY ÜNİVERSİTESİ EĞİTİM VE ARAŞTIRMA HASTANESİ BAŞHEKİMLİĞİ,Eğitim,Kamu,Aksaray Eğitim ve Araştırma Hastanesi,"Hastaneler, Acil yardım hizmeti",+90 382 502 20 00,http://aksarayeah.saglik.gov.tr/,38.372885,33.982921
AKSARAY ÜNİVERSİTESİ REKTÖRLÜĞÜ,Eğitim,Kamu,Aksaray Üniversitesi Rektörlük,Üniversiteler,+90 382 288 31 21,Yok,38.329334,33.983456
AKSARAY VALİLİĞİ,İdari,Kamu,Aksaray Valiliği,"Belediyeler, Devlet Daireleri",+90 382 213 50 20,Yok,38.371064,34.026945
AKSUVİTAL DOĞAL ÜRÜNLER SANAYİ VE TİCARET A.Ş.,Gıda,Özel,Aksuvital,"Besin Takviyesi, Aktariye",+90 212 671 55 47,https://www.aksuvital.com/tr/blog/,40.986458,28.637592
AKŞEHİR ADLİ YARGI İLK DERECE MAHKEMESİ ADALET KOMİSYONU,Adalet,Kamu,,,,,0.0,
AKŞEHİR AĞIZ VE DİŞ SAĞLIĞI MERKEZİ BAŞHEKİMLİĞİ,Sağlık,Kamu,Akşehir Ağız ve Diş Sağlığı Merkezi,Diş sağlığı poliklinikleri,+90 332 813 13 16,Yok,38.354733,31.420441
AKŞEHİR BELEDİYE BAŞKANLIĞI,İdari,Kamu,Akşehir Belediye Başkanlığı İmar ve Şehircilik Müdürlüğü,"Belediyeler, Devlet Daireleri",+90 332 813 52 91,http://aksehir.bel.tr/,38.357757,31.416337
AKTİF YATIRIM BANKASI A.Ş.,Mali,Özel,Aktif Bank Merkez Şube,Banka,+90 212 340 80 00,http://www.aktifbank.com.tr/,41.071172,29.01511
AKTÜERYA VE FON YÖNETİMİ DAİRE BAŞKANLIĞI,Finansal Hizmetler,Kamu,,,,,0.0,
AKUT ARAMA KURTARMA DERNEĞİ,Kamu,Özel,Akut Arama Kurtarma Derneği,Sivil toplum kuruluşları,+90 212 217 04 10,http://www.akut.org.tr/,41.068922,29.012145
AKYAKA KAYMAKAMLIĞI,Kamu,Kamu,Akyaka Kaymakamlığı,"Belediyeler, Devlet Daireleri",+90 474 261 23 00,http://www.akyaka.gov.tr/,40.74037,43.624577
AKYAZI KAYMAKAMLIĞI,Kamu,Kamu,,,,,0.0,
AKYAZICI MÜHENDİSLİK ELEKTRİK SANAYİ VE TİCARET LTD. ŞTİ.,Elektrik,Özel,Akyazıcı Mühendislik,İnşaat makinaları ve ekipmanları,+90 342 215 05 05,http://www.akyazici.com/,37.066868,37.370391
AKYURT BELEDİYE BAŞKANLIĞI,İdari,Kamu,Akyurt Belediyesi,"Belediyeler, Devlet Daireleri",+90 312 844 18 44,Yok,40.133515,33.086719
AKYURT KAYMAKAMLIĞI,Kamu,Kamu,Akyurt Kaymakamlığı,"Devlet kurumları ve bakanlıklar, Belediyeler, Devlet Daireleri",+90 312 844 14 35,Yok,40.128623,33.07671
ALACA BELEDİYE BAŞKANLIĞI,Kamu,Kamu,Alaca Belediyesi,"Belediyeler, Devlet Daireleri",+90 364 411 57 91,Yok,40.168644,34.841759
ALACAKAYA BELEDİYE BAŞKANLIĞI,Kamu,Kamu,Alacakaya Belediyesi,"Belediyeler, Devlet Daireleri",+90 424 481 64 73,Yok,38.461932,39.861613
ALAÇAM BELEDİYE BAŞKANLIĞI,İdari,Kamu,Alaçam Belediyesi,"Belediyeler, Devlet Daireleri",+90 362 622 00 02,Yok,41.607212,35.596124
ALAÇAM KAYMAKAMLIĞI,İdari,Kamu,Alaçam Kaymakamlığı,"Belediyeler, Devlet Daireleri",+90 362 622 00 21,http://www.alacam.gov.tr/?islem=iletisim,41.608638,35.599886
ALADAĞ BELEDİYE BAŞKANLIĞI,İdari,Kamu,Aladağ Belediyesi,"Belediyeler, Devlet Daireleri",+90 322 591 20 18,http://www.aladag.bel.tr/iletisim/,37.545959,35.394683
ALADAĞ MESLEK YÜKSEKOKULU MÜDÜRLÜĞÜ,Eğitim,Kamu,,,,,0.0,
ALANYA AĞIZ VE DİŞ SAĞLIĞI MERKEZİ BAŞHEKİMLİĞİ,Sağlık,Kamu,Alanya Ağız ve Diş Sağlığı Merkezi,Diş sağlığı poliklinikleri,+90 242 519 19 44,https://alanyaadsm.saglik.gov.tr/,36.540458,32.046
ALANYA ALAADDİN KEYKUBAT ÜNİVERSİTESİ REKTÖRLÜĞÜ,Eğitim,Kamu,Alanya Alaaddin Keykubat Üniversitesi Rektörlüğü,Üniversiteler,+90 242 510 60 60,Yok,36.528573,32.083318
ALANYA BELEDİYE BAŞKANLIĞI,İdari,Kamu,Alanya Belediyesi,"Belediyeler, Devlet Daireleri",444 82 07,http://alanya.bel.tr/,36.542621,32.00291
ALANYA BRAND GROUP,Giyim ve Ayakkabı,Özel,Abg Brand Group Alanya,"Yatırım fonu firmaları, Danışmanlık hizmetleri",+90 532 478 00 77,https://alanyabrand.ru/,36.550809,32.018201
ALANYA HAMDULLAH EMİN PAŞA ÜNİVERSİTESİ,Eğitim,Kamu,Alanya Hamdullah Emin Paşa Üniversitesi,Üniversiteler,+90 242 513 69 69,http://www.ahep.edu.tr/,36.548147,32.031764
ALANYA MEDYA TELEVİZYON A.Ş.,Haber ve İletişim,Özel,Alanya Medya,"İnternet portalları, Televizyon kanalları",+90 532 742 00 55,https://alanyamedya.com/,36.545452,32.027293
ALAPLI KAYMAKAMLIĞI,Kamu,Kamu,Alaplı Hükümet Konağı,"Belediyeler, Devlet Daireleri",+90 372 378 17 02,http://alapli.gov.tr/,41.178018,31.389594
ALAPLI SOSYAL GÜVENLİK MERKEZİ MÜDÜRLÜĞÜ,Sosyal Güvenlik,Kamu,,,,,0.0,
ALARKO CARRIER SANAYİ VE TİCARET A.Ş.,Taşocağı ve İnşaat Malzemeleri,Özel,Alarko San,"Sanayi kuruluşu, Isıtma sistemleri ve ekipmanları",+90 216 528 69 00,https://www.alarko-carrier.com.tr/,40.996743,29.169824
ALARKO ŞİRKETLER TOPLULUĞU,İnşaat ve Yapı Malzemeleri,Özel,Alarko Holding,İş merkezi,+90 212 310 33 00,http://www.alarko.com.tr/,41.050851,29.03206
ALAŞEHİR BELEDİYE BAŞKANLIĞI,İdari,Kamu,Alaşehir Belediyesi,Devlet kurumları ve bakanlıklar,444 86 53,http://alasehir.bel.tr/,38.353993,28.51612
ALAŞEHİR KAYMAKAMLIĞI,Kamu,Kamu,Alaşehir Kaymakamlığı,"Belediyeler, Devlet Daireleri",+90 236 653 10 01,http://alasehir.gov.tr/,38.354169,28.515168
ALAŞEHİR MESLEK YÜKSEKOKULU MÜDÜRLÜĞÜ,Eğitim,Kamu,Manisa Celal Bayar Üniversitesi Alaşehir Meslek Yüksekokulu,"Üniversiteler, Meslek yüksekokulu",+90 236 654 12 01,Yok,38.372379,28.526892
ALBA PLASTİK SANAYİ VE TİCARET A.Ş.,Sanayi,Özel,Alba Plastik,Plastik ürün üreticileri,+90 262 658 23 30,http://www.albaplastik.com.tr/,40.859266,29.41508
ALBARAKA TÜRK KATILIM BANKASI A.Ş.,Mali,Özel,Albaraka Türk Katılım Bankası Genel Müdürlük,Banka,+90 216 666 01 01,Yok,41.031241,29.112548
ALEMDAROĞLU MAKİNE,Makine,Özel,Alemdaroğlu Makina,"Metal ürün firmaları, Sanayi kuruluşu",+90 541 881 93 44,Yok,40.99957,39.754376
ALFA LAZER BİLGİSAYAR VE BÜRO MALZEMELERİ SANAYİ TİCARET A.Ş.,Sanayi,Özel,,,,,0.0,
ALFATECHNIC MAKİNA SANAYİ VE DIŞ TİCARET LTD. ŞTİ.,Makina ve Sanayi,Özel,Alfatech Makina,"Boya ekipmanları, Sanayi ekipmanları firmaları, Medikal cihaz firmaları",+90 216 494 09 33,Yok,40.850134,29.294075
ALİAĞA KAYMAKAMLIĞI,Kamu,Kamu,Aliağa Kaymakamlığı,"Mobilya mağazaları, Devlet kurumları ve bakanlıklar, Belediyeler, Devlet Daireleri",+90 232 616 10 01,http://www.aliaga.gov.tr/,38.803395,26.970685
ALİMOĞLU MADENCİLİK SANAYİ VE TİCARET A.Ş.,Madencilik,Özel,,,,,0.0,
ALK SAĞLIK TARIM VE HAYVANCILIK SANAYİ VE TİCARET LTD. ŞTİ.,"Sağlık, Tarım ve Hayvancılık",Özel,,,,,0.0,
ALLIANCE HEALTHCARE YATIRIM HOLDİNG A.Ş.,Hizmet Sektörü,Özel,Alliance Healthcare,İlaç firmaları,+90 212 452 72 00,http://www.alliance-healthcare.com.tr/,41.012698,28.81386
ALLIANZ,Finansal Hizmetler,Özel,Allianz Genel Müdürlük,Sigorta şirketleri,+90 216 556 66 66,http://www.allianz.com/,41.02387,29.039705
ALLIANZ PARTNERS,Sigorta,Özel,Allianz Global Assistance,"Sigorta şirketleri, Sigorta acentaları",+90 216 400 40 00,http://allianz-assistance.com.tr/,41.022872,29.04547
ALP HAVACILIK,Havacılık,Özel,Alp Havacılık,"Havacılık ekipmanları, Sanayi kuruluşu",+90 222 236 13 00,Yok,39.751333,30.646575
ALPARSLAN ORTAK AVUKATLIK BÜROSU,Avukatlık,Özel,,,,,0.0,
ALPER ÇELEBİ MAKİNA,Makina ve Sanayi,Özel,Alper Çelebi Makina,Otomobil parçaları imalatı,+90 222 236 91 66,Yok,39.727872,30.646854
